id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
8690,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,B,A,B,C,B,B,D,A,A,A,A,A,C,D,A,E,C,A,F,H,A,A,A,E,E,G,F,D,BI,CO,E,AD,H,A,J,GI,0.278999,0.127059,0.506105,0.215482,0.281143,0.382625,0.727747,0.46477,0.38249,0.23545,0.341813,0.335036,0.213045,0.794843
8696,A,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,C,B,C,A,B,B,D,A,A,A,G,H,D,B,D,E,C,A,P,G,L,A,A,D,E,H,E,B,U,EG,A,N,AY,A,J,DC,0.439813,0.358319,0.419161,0.633309,0.732367,0.306375,0.332536,0.41762,0.39648,0.36458,0.24541,0.241676,0.246011,0.609031
8697,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,B,H,C,B,C,E,C,D,T,F,A,A,D,G,E,H,M,K,BI,CO,A,AH,AJ,A,Q,HV,0.277834,0.488789,0.280933,0.364302,0.340543,0.543463,0.460875,0.36083,0.34365,0.44467,0.4922,0.481306,0.728429,0.254237
8699,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,A,A,A,A,G,F,F,J,E,BI,CL,A,E,AN,C,N,HK,0.455585,0.737068,0.728827,0.229617,0.281143,0.679813,0.787006,0.38318,0.41471,0.58796,0.718299,0.714544,0.611431,0.82036
8701,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,D,B,D,B,D,B,B,C,B,D,D,D,A,B,A,H,D,C,C,E,A,C,T,F,A,B,C,K,F,F,I,G,BI,W,A,E,AX,A,P,LW,0.87356,0.422197,0.230975,0.463029,0.281143,0.838924,0.579185,0.67787,0.91183,0.79863,0.81013,0.798279,0.862949,0.814494
8709,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,K,A,A,A,K,F,F,I,G,BI,CS,A,E,L,E,O,LM,0.827421,0.488789,0.298977,0.705434,0.281143,0.829824,0.596759,0.76827,0.86398,0.7877,0.82184,0.810292,0.81255,0.809769
8713,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,B,H,C,D,C,E,E,A,N,F,A,A,A,E,F,I,I,B,BI,EG,C,S,BN,A,L,FC,0.189391,0.681761,0.506105,0.442784,0.889301,0.322598,0.341689,0.50658,0.29269,0.32446,0.341813,0.335036,0.348267,0.804815
8722,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,D,B,A,A,A,A,A,C,D,C,E,A,D,T,A,A,A,A,G,F,F,I,K,BI,CS,A,N,L,F,N,HQ,0.694098,0.681761,0.745801,0.782772,0.388783,0.767863,0.566385,0.92996,0.64103,0.78396,0.74582,0.753252,0.712318,0.598761
8724,A,B,A,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,C,E,C,A,D,F,M,B,C,I,I,G,F,H,BI,EF,I,AP,X,A,I,KC,0.45271,0.681761,0.440642,0.864586,0.281143,0.399426,0.547511,0.69334,0.39849,0.57172,0.797841,0.785706,0.268941,0.355947
8730,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,K,A,A,A,F,H,F,F,D,BI,EG,A,E,H,C,J,GX,0.362003,0.620805,0.944251,0.383428,0.281143,0.461326,0.836876,0.73247,0.43111,0.36974,0.797841,0.785706,0.236253,0.806825
8731,A,B,A,A,A,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,F,M,A,A,G,G,F,F,B,BI,CO,A,AA,M,A,J,HK,0.585115,0.555782,0.57136,0.554673,0.594196,0.502705,0.480792,0.43518,0.66201,0.58257,0.644013,0.630853,0.354344,0.63054
8739,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,C,C,E,E,C,T,L,F,A,A,G,E,G,G,G,BI,EG,A,AN,AD,A,P,FD,0.718156,0.358319,0.397983,0.74604,0.281143,0.587072,0.463942,0.93151,0.7628,0.24766,0.531161,0.519456,0.562997,0.258826
8742,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,C,A,D,D,C,E,A,D,T,M,A,A,A,G,F,E,I,K,BI,CL,A,AW,AD,F,N,HQ,0.644094,0.555782,0.673861,0.761209,0.388783,0.810046,0.6372,0.94145,0.64103,0.80218,0.727671,0.714544,0.717751,0.838703
8745,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,C,E,C,A,D,O,A,A,A,H,F,G,E,H,AB,EB,A,E,X,E,H,IC,0.390575,0.358319,0.162313,0.927473,0.281143,0.38096,0.313545,0.26847,0.28922,0.52775,0.415029,0.40609,0.213045,0.812096
8746,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,B,B,B,B,C,B,C,B,A,A,A,C,A,C,D,E,E,G,E,R,M,O,A,A,G,F,H,I,F,BI,BT,A,D,AX,A,O,HK,0.682905,0.488789,0.527991,0.432728,0.534484,0.597862,0.467257,0.57187,0.73271,0.75234,0.569745,0.594646,0.768525,0.693875
8747,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,B,A,A,B,B,B,A,A,A,B,H,D,B,D,E,C,A,P,F,D,A,A,E,E,G,E,B,AB,T,A,R,Q,A,J,DJ,0.504762,0.358319,0.397983,0.738221,0.413817,0.36856,0.347373,0.51256,0.41675,0.39068,0.275431,0.270746,0.256038,0.440975
8750,A,B,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,L,J,A,A,C,E,K,H,B,K,EB,A,N,AE,A,L,CI,0.289618,0.422197,0.506105,0.354893,0.302678,0.186254,0.327081,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.604148
8762,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,C,G,G,F,J,E,BI,CL,A,J,A,A,M,HV,0.497513,0.620805,0.762059,0.275813,0.491114,0.729878,0.808337,0.30768,0.42289,0.7877,0.797841,0.785706,0.669664,0.384611
8778,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,B,D,B,B,B,A,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,A,A,A,F,G,F,G,J,K,BI,W,A,AF,AX,A,N,HK,0.45271,0.422197,0.54977,0.432728,0.281143,0.577059,0.570985,0.65663,0.4832,0.57716,0.625936,0.612906,0.617748,0.213597
8781,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,C,A,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,F,A,A,B,E,E,J,J,K,BI,CL,A,AN,BJ,A,O,DP,0.340859,0.737068,0.506105,0.267727,0.919163,0.36993,0.400333,0.47669,0.31945,0.36458,0.341813,0.335036,0.598688,0.26891
8795,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,C,E,E,H,K,K,BI,DK,A,K,AF,A,N,DJ,0.403067,0.737068,0.61366,0.189137,0.295397,0.495649,0.438771,0.29758,0.38249,0.59869,0.396226,0.387819,0.660756,0.364422
8797,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,D,B,B,D,B,B,B,A,B,D,B,D,A,A,B,H,D,B,C,B,G,C,T,F,A,A,B,M,D,C,G,G,BI,CO,C,A,S,E,K,GB,0.964279,0.620805,0.129646,0.849584,0.666857,0.986812,0.901769,0.77668,0.9833,0.99451,0.81013,0.798279,0.888944,0.682961
8798,A,B,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,D,D,C,B,D,B,A,A,A,B,H,D,B,C,E,A,D,T,F,F,A,B,I,D,F,K,E,BI,AC,A,AR,BM,A,P,LB,0.523592,0.199504,0.162313,0.493605,0.281143,0.840349,0.935477,0.24123,0.5042,0.6994,0.569745,0.55738,0.797918,0.417557
8805,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,E,E,E,A,S,F,Q,A,A,E,E,I,K,I,AB,BC,A,AR,N,A,O,DJ,0.217552,0.245921,0.397983,0.52423,0.388783,0.336105,0.311742,0.34987,0.32496,0.22755,0.275431,0.270746,0.503333,0.416808
8807,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,A,A,A,B,C,E,L,G,B,K,EL,A,E,AE,A,K,CB,0.286052,0.127059,0.462347,0.222469,0.585792,0.167437,0.30511,0.27797,0.32311,0.22755,0.160614,0.159414,0.250991,0.823709
8812,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,B,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,I,A,A,A,E,E,I,F,B,BQ,V,E,AP,BM,A,K,DJ,0.475784,0.299102,0.440642,0.534409,0.78323,0.326207,0.36897,0.36083,0.39849,0.39599,0.29775,0.292356,0.339244,0.357629
8813,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,A,A,P,F,A,A,F,G,H,G,F,B,BI,CS,A,AS,BM,A,K,HK,0.590735,0.555782,0.692825,0.564742,0.895958,0.439206,0.528869,0.54236,0.479,0.51111,0.705501,0.692256,0.3574,0.725928
8826,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,D,C,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,K,A,A,A,F,F,G,F,B,BI,CO,E,J,X,E,K,GC,0.638758,0.488789,0.506105,0.83324,0.422268,0.484187,0.417988,0.67263,0.5189,0.60401,0.464956,0.454705,0.407736,0.387601
8829,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,D,A,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,O,A,A,A,E,E,H,F,B,BI,EL,A,U,AF,F,K,DJ,0.471447,0.620805,0.506105,0.189137,0.482436,0.370753,0.33627,0.24564,0.40455,0.47225,0.314313,0.308395,0.342239,0.301073
8830,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,K,A,A,A,E,E,I,J,K,BI,BT,A,E,AX,E,O,DP,0.386442,0.620805,0.506105,0.452887,0.281143,0.374602,0.349614,0.72299,0.37458,0.40666,0.331363,0.335036,0.579324,0.814558
8833,A,B,A,B,A,B,B,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,B,A,B,H,D,B,C,E,E,C,T,F,I,A,A,E,D,H,H,G,BI,DX,C,O,BM,C,O,DS,0.730887,0.488789,0.317666,0.442784,0.281143,0.550457,0.446198,0.57771,0.79047,0.60932,0.304315,0.298713,0.717751,0.279285
8838,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,I,A,A,A,E,F,H,F,B,BI,CS,C,E,AE,A,K,DJ,0.54667,0.737068,0.728827,0.373816,0.718531,0.357412,0.409251,0.26847,0.46226,0.50556,0.415029,0.40609,0.345247,0.825949
8841,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,B,C,B,D,D,A,A,A,A,A,D,D,C,E,E,D,T,N,D,A,C,E,E,J,N,K,BI,EB,A,AS,AE,A,Q,DJ,0.222528,0.620805,0.527991,0.373816,0.302678,0.421334,0.35819,0.36636,0.29095,0.43919,0.327915,0.32157,0.731059,0.721577
8842,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,C,B,A,A,A,G,H,D,D,E,E,G,E,R,J,A,A,B,G,F,F,I,F,BI,CO,A,AK,AE,A,N,HK,0.642763,0.488789,0.54977,0.327354,0.725503,0.688705,0.490407,0.33906,0.62542,0.73106,0.622276,0.609277,0.687115,0.329082
8843,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,B,B,C,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,L,O,A,A,D,E,J,H,B,BI,AP,A,AH,AF,A,L,CR,0.31405,0.555782,0.527991,0.208655,0.473767,0.239641,0.263972,0.25461,0.34365,0.35434,0.223038,0.236124,0.351299,0.25065
8844,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,A,A,A,A,E,E,H,F,B,BQ,BS,A,AD,BM,F,K,DJ,0.475784,0.245921,0.440642,0.534409,0.78323,0.335056,0.362969,0.36083,0.39849,0.39599,0.291268,0.286079,0.339244,0.808286
8866,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,C,E,C,A,D,J,A,A,A,F,G,H,E,A,AB,BT,A,AT,Q,C,I,GS,0.500412,0.245921,0.484196,0.642745,0.372405,0.316716,0.358417,0.53046,0.33237,0.37493,0.453334,0.443374,0.226765,0.764952
8868,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,D,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,G,H,G,F,B,BI,BT,E,AH,AX,A,J,HK,0.496063,0.785784,0.792378,0.432728,0.551723,0.45228,0.627332,0.3128,0.44352,0.53328,0.771508,0.758883,0.336261,0.233264
8871,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,G,A,A,A,E,E,H,F,B,BI,CS,E,AS,BM,A,K,DP,0.475784,0.737068,0.592681,0.614134,0.78323,0.3735,0.377003,0.36083,0.44352,0.45017,0.338312,0.366307,0.339244,0.721831
8879,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,C,A,D,I,I,A,A,G,H,H,F,A,BI,EG,A,AF,AE,A,J,HK,0.500412,0.681761,0.692825,0.327354,0.87101,0.362016,0.437192,0.25918,0.41471,0.51111,0.715131,0.701926,0.295948,0.285627
8883,B,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,A,A,C,C,C,D,A,D,T,I,C,A,C,K,F,F,L,K,BI,EG,A,X,L,F,P,LN,0.586522,0.299102,0.230975,0.761209,0.281143,0.829824,0.742768,0.82598,0.58325,0.80218,0.757468,0.74464,0.856518,0.564894
8884,A,B,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,L,M,A,A,G,F,G,I,F,BI,EB,A,E,AE,A,N,HK,0.645422,0.299102,0.527991,0.327354,0.718531,0.671307,0.464924,0.33906,0.62542,0.66076,0.6075,0.594646,0.678452,0.808156
8890,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,N,C,A,A,E,E,G,E,B,BI,BT,G,AS,M,A,I,DJ,0.512009,0.827585,0.592681,0.594598,0.534484,0.412472,0.344024,0.48864,0.43524,0.49444,0.352419,0.345316,0.256038,0.728514
