id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
9498,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,B,C,B,B,C,A,A,A,A,B,C,D,D,E,C,A,P,N,A,C,I,E,E,G,E,B,BI,BT,A,AH,M,A,I,DJ,0.512009,0.785784,0.592681,0.594598,0.594196,0.408772,0.349614,0.48864,0.43524,0.49444,0.352419,0.345316,0.256038,0.252029,6966.32
9506,A,B,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,A,D,T,F,J,A,B,I,E,F,K,K,BI,EB,A,AS,Y,A,Q,KW,0.703859,0.358319,0.201309,0.614134,0.534484,0.855939,0.654022,0.64577,0.64296,0.79504,0.550529,0.590961,0.876533,0.708328,1418.6
9509,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,B,F,A,B,E,E,G,E,B,AB,EB,A,E,M,A,J,DM,0.497513,0.358319,0.397983,0.62377,0.456483,0.356602,0.357736,0.41762,0.41675,0.39068,0.275431,0.270746,0.256038,0.813084,2879.25
9514,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,A,D,T,F,A,A,A,I,E,D,J,K,BI,CI,A,F,BM,E,O,LB,0.695328,0.681761,0.298977,0.493605,0.794794,0.931346,0.747697,0.69334,0.69854,0.8351,0.715131,0.701926,0.826353,0.747519,732.94
9522,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,G,A,P,F,A,A,D,I,G,E,E,D,BI,CI,A,E,H,A,J,KR,0.652029,0.15999,0.419161,0.318422,0.281143,0.665573,0.982293,0.38885,0.67872,0.53881,0.748766,0.735834,0.287682,0.818243,3547.76
9525,A,B,B,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,D,A,B,A,A,D,D,C,E,A,C,T,B,L,A,A,I,E,F,F,G,BI,BP,E,AS,BM,A,P,LB,0.962227,0.555782,0.298977,0.493605,0.794794,0.865385,0.537958,0.7808,0.98811,0.8351,0.715131,0.708275,0.848129,0.377216,6611.47
9533,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,A,A,A,I,D,F,H,G,BI,CS,E,AS,L,A,N,IH,0.827421,0.488789,0.120071,0.493605,0.281143,0.776142,0.528869,0.75964,0.86398,0.7877,0.434083,0.424625,0.751507,0.724797,2090.11
9539,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,C,D,D,A,B,A,B,B,B,A,A,A,G,H,D,D,E,E,D,A,S,L,A,A,A,C,E,L,K,I,BI,CS,A,AH,AE,C,N,BY,0.154787,0.785784,0.711159,0.236924,0.281143,0.193489,0.278703,0.40028,0.2418,0.2123,0.185117,0.183224,0.40452,0.230537,4894.28
9542,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,C,A,D,E,E,H,F,B,BI,CS,A,AV,BM,A,K,DP,0.475784,0.737068,0.592681,0.614134,0.78323,0.3735,0.377003,0.36083,0.44352,0.45017,0.338312,0.366307,0.339244,0.310796,789.13
9543,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,C,A,A,I,H,F,E,D,BI,BT,C,J,AG,A,K,KU,0.640095,0.422197,0.673861,0.176921,0.281143,0.600687,0.953162,0.24123,0.521,0.5,0.880469,0.871011,0.363547,0.386432,902.5
9545,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,I,C,A,C,G,I,I,F,B,BI,CO,A,J,AX,C,K,HK,0.520698,0.488789,0.634224,0.432728,0.508483,0.304628,0.381883,0.58354,0.46226,0.38016,0.644013,0.665644,0.339244,0.388225,2086.08
9551,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,L,F,A,A,C,E,K,H,B,BI,EB,A,AX,AE,A,L,CI,0.289618,0.422197,0.65431,0.354893,0.422268,0.186254,0.327081,0.27797,0.32128,0.24355,0.209813,0.207184,0.30435,0.254477,1089.66
9553,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,A,E,E,H,F,B,BI,CS,A,AV,AE,E,K,DJ,0.503312,0.555782,0.527991,0.373816,0.836443,0.336105,0.350175,0.26847,0.41471,0.44467,0.327915,0.32157,0.318646,0.311637,606.5
9560,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,D,A,A,E,F,I,F,B,G,CO,A,AS,AX,A,K,DP,0.484469,0.555782,0.54977,0.452887,0.499798,0.318245,0.377466,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.715128,633.18
9563,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,G,E,A,N,A,A,A,A,D,D,I,H,B,BI,CO,C,AV,BM,E,L,EL,0.29201,0.737068,0.634224,0.62377,0.281143,0.314937,0.413673,0.67263,0.38249,0.29595,0.228492,0.225288,0.363547,0.344619,560.8
9568,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,D,A,A,A,A,A,D,D,D,E,E,A,P,L,L,A,A,E,F,J,H,B,BI,CO,I,AI,AS,A,L,DF,0.31405,0.555782,0.506105,0.383428,0.372405,0.252511,0.269279,0.5006,0.33611,0.3148,0.278556,0.289207,0.333292,0.34355,5977.66
9571,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,D,A,C,T,H,C,A,A,K,F,E,G,G,BI,CS,A,B,AD,A,O,LN,0.907272,0.785784,0.336963,0.738221,0.388783,0.870241,0.601855,0.94651,0.93383,0.8351,0.832976,0.832658,0.808455,0.843676,3304.14
9572,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,G,C,D,T,J,A,A,D,G,F,G,K,K,BI,CS,A,F,BM,A,P,IT,0.421331,0.488789,0.762059,0.574758,0.805895,0.654224,0.703451,0.75525,0.39447,0.46119,0.705501,0.692256,0.684242,0.742027,3232.18
9575,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,C,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,H,A,A,C,H,F,G,L,K,BI,A,A,AH,BM,A,P,IE,0.40028,0.555782,0.336963,0.309621,0.281143,0.666096,0.441568,0.74629,0.37458,0.60932,0.592525,0.590961,0.761333,0.237965,6207.94
9577,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,K,A,A,A,D,E,J,G,B,BI,CS,A,AS,AE,C,K,CK,0.312802,0.827585,0.711159,0.412789,0.302678,0.216269,0.336469,0.27797,0.35897,0.31003,0.24541,0.241676,0.298734,0.723832,542.39
9585,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,D,C,B,D,B,A,A,A,B,H,C,D,C,E,E,D,T,F,D,A,B,E,E,I,J,K,BI,CQ,A,AS,BM,A,O,DP,0.372785,0.681761,0.592681,0.614134,0.885834,0.400555,0.401637,0.58934,0.35127,0.43919,0.374064,0.366307,0.611431,0.714903,1032.41
9586,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,B,A,G,F,H,I,K,BI,CQ,A,AS,S,A,O,HK,0.522145,0.737068,0.484196,0.827485,0.696981,0.52884,0.376307,0.78888,0.53774,0.47779,0.588753,0.576121,0.620891,0.715497,665.46
9589,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,G,A,A,C,G,F,F,I,K,BI,EG,A,E,BG,A,N,HQ,0.644094,0.620805,0.673861,0.24439,0.517162,0.763644,0.555811,0.32843,0.64103,0.80218,0.668637,0.714544,0.717751,0.807652,7684.61
9591,A,B,B,B,A,A,B,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,D,B,B,B,H,A,B,C,B,G,C,T,F,G,A,A,L,D,E,I,G,BI,CM,C,P,S,A,P,GA,0.872918,0.199504,0.080909,0.722125,0.517162,0.911521,0.555811,0.65122,0.90411,0.81591,0.588753,0.576121,0.870644,0.470875,3816.21
9594,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,F,A,A,A,K,E,F,I,G,BI,EB,A,AN,Y,R,P,LO,0.884054,0.199504,0.150744,0.62377,0.635304,0.806033,0.596759,0.80438,0.90483,0.8351,0.588753,0.665644,0.866072,0.275696,2060.96
9595,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,B,A,A,C,G,E,G,L,K,BI,EB,A,AV,AJ,A,P,HV,0.307837,0.620805,0.280933,0.364302,0.397069,0.648079,0.42992,0.36083,0.37853,0.48889,0.4922,0.481306,0.723122,0.304428,580.65
9598,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,G,C,A,A,E,E,I,F,B,K,EB,A,AT,AE,A,K,DF,0.478678,0.245921,0.440642,0.267727,0.302678,0.290374,0.381301,0.26847,0.39447,0.37493,0.275431,0.270746,0.310026,0.765238,688.33
9605,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,C,A,B,E,E,H,F,B,BI,DK,A,J,AF,A,K,DJ,0.471447,0.681761,0.61366,0.189137,0.295397,0.381515,0.347485,0.24564,0.40455,0.47225,0.359572,0.352251,0.342239,0.385717,1331.78
9608,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,I,A,A,C,H,E,G,I,F,BI,CO,A,AS,N,E,M,HX,0.636078,0.488789,0.280933,0.50382,0.413817,0.663212,0.495465,0.32317,0.64873,0.79139,0.472726,0.500382,0.689974,0.737595,1130.83
9609,A,B,A,A,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,H,F,C,D,H,E,H,M,K,BI,CO,A,AS,AJ,A,P,HX,0.266349,0.555782,0.230975,0.432728,0.560299,0.607717,0.441325,0.41182,0.58325,0.57172,0.461077,0.462286,0.743962,0.725121,14704.6
9612,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,D,D,A,A,C,B,B,B,A,A,A,A,A,C,D,E,E,D,A,S,K,A,A,A,C,E,L,K,I,BI,CS,A,AF,AE,N,N,BY,0.154787,0.737068,0.711159,0.236924,0.858841,0.193489,0.273966,0.40028,0.2418,0.2123,0.185117,0.183224,0.40452,0.21122,6276.8
9613,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,B,F,G,F,F,D,BI,BT,A,AH,AI,A,J,GS,0.401673,0.488789,0.692825,0.229617,0.413817,0.445298,0.659806,0.32317,0.39046,0.38016,0.558237,0.561143,0.253506,0.229395,1529.59
9621,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,D,E,E,I,K,K,BI,CO,A,AH,AJ,A,O,DJ,0.266349,0.555782,0.592681,0.354893,0.340543,0.36856,0.337152,0.38318,0.33237,0.32446,0.348867,0.341872,0.543225,0.251987,1766.74
9622,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,C,H,E,G,K,K,BI,EB,A,S,Y,A,Q,GE,0.536592,0.555782,0.215772,0.50382,0.534484,0.704119,0.492874,0.55421,0.53565,0.56081,0.480509,0.481306,0.789182,0.677083,1256.76
9624,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,N,A,A,C,G,F,G,J,K,BI,EB,A,AI,Y,A,M,HK,0.425579,0.555782,0.673861,0.809278,0.711452,0.610797,0.486584,0.92002,0.4832,0.67065,0.695685,0.682413,0.633362,0.348842,920.8
9625,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,B,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,E,E,H,F,B,AB,AP,G,G,AF,A,J,GK,0.442673,0.299102,0.397983,0.236924,0.281143,0.351223,0.297815,0.24564,0.38249,0.45017,0.341813,0.335036,0.284958,0.206154,1068.91
9626,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,E,C,T,F,A,A,A,E,E,K,I,G,BI,EB,G,AX,Y,A,P,DF,0.478678,0.555782,0.37718,0.753703,0.281143,0.307375,0.284996,0.37194,0.4895,0.32935,0.25418,0.250169,0.608259,0.330114,498.79
9632,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,D,A,A,P,H,A,A,A,G,F,G,F,B,BI,CS,E,U,K,A,K,HM,0.634734,0.737068,0.336963,0.894723,0.405415,0.456654,0.461365,0.36083,0.46853,0.51666,0.4961,0.485119,0.363547,0.294785,5044.76
9635,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,E,A,C,T,I,A,A,A,I,E,E,H,G,BI,CQ,A,AH,BM,E,P,LB,0.899689,0.555782,0.298977,0.493605,0.794794,0.879133,0.603627,0.72775,0.94438,0.8351,0.715131,0.708275,0.854872,0.230744,1071.15
9636,A,B,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,B,B,A,B,B,C,A,A,A,G,H,D,B,D,E,A,A,P,L,I,A,A,G,E,G,E,B,AB,CS,A,P,K,A,J,HJ,0.629339,0.422197,0.215772,0.83884,0.281143,0.430536,0.428832,0.36083,0.46853,0.52221,0.377724,0.369858,0.321548,0.531033,5074.11
9640,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,A,A,A,A,D,E,K,H,B,AB,EG,A,E,BM,C,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.82464,763.77
9645,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,C,B,D,C,B,B,B,A,A,A,B,H,D,D,E,E,A,A,S,F,A,A,E,E,F,G,H,D,BI,CL,A,AH,BO,A,L,FH,0.421331,0.358319,0.792378,0.309621,0.473767,0.498883,0.686931,0.37194,0.427,0.41204,0.484404,0.473688,0.363547,0.230566,3503.3
